Training Days,Prediction,Actual,Accurate
1293.5,Rose,Fell,0
1290.3,Rose,Rose,1
1290.45,Rose,Fell,0
1283.15,Rose,Rose,1
1288.45,Fell,Rose,0
1300.0,Fell,Stayed,0
1300.0,Fell,Stayed,0
1300.0,Fell,Rose,0
1303.0,Fell,Rose,0
1305.45,Fell,Fell,1
1298.8,Rose,Fell,0
1294.3,Rose,Fell,0
1285.65,Rose,Stayed,0
1285.65,Rose,Stayed,0
1285.65,Rose,Fell,0
1276.35,Rose,Fell,0
1275.85,Rose,Fell,0
1275.7,Rose,Fell,0
1269.5,Rose,Stayed,0
1269.5,Rose,Stayed,0
1269.5,Rose,Stayed,0
1269.5,Rose,Stayed,0
1269.5,Rose,Rose,1
1271.65,Fell,Rose,0
1280.8,Fell,Rose,0
1284.2,Fell,Fell,1
1279.5,Rose,Stayed,0
1279.5,Rose,Stayed,0
1279.5,Rose,Rose,1
1282.3,Fell,Rose,0
1283.8,Fell,Fell,1
1270.95,Rose,Rose,1
1278.55,Fell,Rose,0
1281.2,Fell,Stayed,0
1281.2,Fell,Stayed,0
1281.2,Fell,Stayed,0
1281.2,Fell,Rose,0
1285.2,Fell,Rose,0
1286.1,Fell,Rose,0
1287.1,Fell,Rose,0
1295.6,Fell,Stayed,0
1295.6,Fell,Stayed,0
1295.6,Fell,Rose,0
1298.4,Fell,Rose,0
1299.1,Fell,Fell,1
1291.7,Rose,Fell,0
1280.8,Rose,Fell,0
1276.85,Rose,Stayed,0
1276.85,Rose,Stayed,0
1276.85,Rose,Fell,0
1271.15,Rose,Rose,1
1273.8,Fell,Rose,0
1283.65,Fell,Fell,1
1282.5,Fell,Fell,1
1278.3,Rose,Stayed,0
1278.3,Rose,Stayed,0
1278.3,Rose,Stayed,0
1278.3,Rose,Rose,1
1281.65,Fell,Fell,1
1280.95,Fell,Rose,0
1295.55,Fell,Rose,0
1317.1,Fell,Stayed,0
1317.1,Fell,Stayed,0
1317.1,Fell,Rose,0
1324.25,Fell,Rose,0
1335.05,Fell,Rose,0
1335.5,Fell,Rose,0
1340.65,Fell,Fell,1
1328.6,Rose,Stayed,0
1328.6,Rose,Stayed,0
1328.6,Rose,Fell,0
1324.3,Rose,Rose,1
1332.35,Fell,Rose,0
1335.9,Fell,Rose,0
1351.25,Fell,Fell,1
1341.3,Rose,Stayed,0
1341.3,Rose,Stayed,0
1341.3,Rose,Rose,1
1341.35,Rose,Rose,1
1344.05,Fell,Rose,0
1379.5,Fell,Rose,0
1397.15,Fell,Rose,0
1405.7,Fell,Stayed,0
1405.7,Fell,Stayed,0
1405.7,Fell,Rose,0
1431.4,Fell,Fell,1
1403.95,Rose,Fell,0
1402.5,Rose,Rose,1
1409.0,Fell,Fell,1
1390.1,Rose,Stayed,0
1390.1,Rose,Stayed,0
1390.1,Rose,Rose,1
1391.05,Fell,Rose,0
1413.5,Fell,Rose,0
1414.9,Fell,Fell,1
1388.65,Rose,Rose,1
1400.1,Fell,Stayed,0
1400.1,Fell,Stayed,0
1400.1,Fell,Fell,1
1391.55,Rose,Rose,1
1408.3,Fell,Rose,0
1413.75,Fell,Fell,1
1407.6,Rose,Rose,1
1412.4,Fell,Stayed,0
1412.4,Fell,Stayed,0
1412.4,Fell,Fell,1
1409.85,Rose,Rose,1
1410.35,Rose,Rose,1
1417.45,Fell,Rose,0
1439.7,Fell,Fell,1
1427.75,Rose,Stayed,0
1427.75,Rose,Stayed,0
1427.75,Rose,Fell,0
1425.55,Rose,Rose,1
1426.95,Fell,Fell,1
1416.1,Rose,Rose,1
1420.4,Fell,Fell,1
1419.05,Rose,Stayed,0
1419.05,Rose,Stayed,0
1419.05,Rose,Rose,1
1425.9,Fell,Rose,0
1427.55,Fell,Fell,1
1406.8,Rose,Rose,1
1441.75,Fell,Rose,0
1465.25,Fell,Stayed,0
1465.25,Fell,Stayed,0
1465.25,Fell,Stayed,0
1465.25,Fell,Rose,0
1506.05,Fell,Fell,1
1495.75,Fell,Rose,0
1497.7,Fell,Rose,0
1504.7,Fell,Stayed,0
1504.7,Fell,Stayed,0
1504.7,Fell,Fell,1
1498.4,Rose,Rose,1
1513.25,Fell,Rose,0
1515.65,Fell,Fell,1
1515.25,Fell,Fell,1
1496.6,Rose,Stayed,0
1496.6,Rose,Stayed,0
1496.6,Rose,Rose,1
1504.55,Fell,Fell,1
1503.25,Fell,Fell,1
1502.05,Rose,Rose,1
1503.8,Fell,Rose,0
1532.95,Fell,Stayed,0
1532.95,Fell,Stayed,0
1532.95,Fell,Stayed,0
1532.95,Fell,Rose,0
1537.15,Fell,Rose,0
1540.2,Fell,Fell,1
1528.4,Rose,Fell,0
1525.95,Rose,Stayed,0
1525.95,Rose,Stayed,0
1525.95,Rose,Rose,1
1537.85,Fell,Rose,0
1546.1,Fell,Fell,1
1529.1,Rose,Fell,0
1523.7,Rose,Fell,0
1509.2,Rose,Stayed,0
1509.2,Rose,Stayed,0
1509.2,Rose,Fell,0
1498.25,Rose,Fell,0
1490.65,Rose,Rose,1
1515.2,Fell,Fell,1
1503.1,Rose,Fell,0
1497.2,Rose,Stayed,0
1497.2,Rose,Stayed,0
1497.2,Rose,Rose,1
1502.1,Fell,Rose,0
1503.5,Fell,Fell,1
1500.7,Rose,Rose,1
1501.9,Fell,Rose,0
1522.1,Fell,Stayed,0
1522.1,Fell,Stayed,0
1522.1,Fell,Fell,1
1520.65,Rose,Rose,1
1528.75,Fell,Fell,1
1506.4,Rose,Fell,0
1489.9,Rose,Fell,0
1485.3,Rose,Stayed,0
1485.3,Rose,Stayed,0
1485.3,Rose,Fell,0
1473.45,Rose,Rose,1
1492.6,Fell,Rose,0
1517.1,Fell,Fell,1
1499.15,Rose,Rose,1
1501.25,Rose,Stayed,0
1501.25,Rose,Stayed,0
1501.25,Rose,Rose,1
1505.85,Fell,Rose,0
1507.25,Fell,Fell,1
1494.8,Rose,Fell,0
1479.15,Rose,Rose,1
1490.6,Fell,Stayed,0
1490.6,Fell,Stayed,0
1490.6,Fell,Fell,1
1487.8,Rose,Fell,0
1485.1,Rose,Rose,1
1492.65,Fell,Fell,1
1490.0,Rose,Rose,1
1491.65,Fell,Stayed,0
1491.65,Fell,Stayed,0
1491.65,Fell,Fell,1
1485.35,Rose,Rose,1
1494.45,Fell,Rose,0
1496.55,Fell,Rose,0
1513.45,Fell,Fell,1
1492.4,Rose,Stayed,0
1492.4,Rose,Stayed,0
1492.4,Rose,Fell,0
1486.75,Rose,Rose,1
1492.1,Fell,Rose,0
1510.95,Fell,Fell,1
1508.8,Fell,Rose,0
1509.45,Fell,Stayed,0
1509.45,Fell,Stayed,0
1509.45,Fell,Fell,1
1488.95,Rose,Fell,0
1486.05,Rose,Fell,0
1484.25,Rose,Fell,0
1464.15,Rose,Fell,0
1458.7,Rose,Stayed,0
1458.7,Rose,Stayed,0
1458.7,Rose,Fell,0
1452.05,Rose,Rose,1
1462.9,Fell,Rose,0
1466.65,Fell,Rose,0
1466.9,Fell,Rose,0
1467.65,Fell,Stayed,0
1467.65,Fell,Stayed,0
1467.65,Fell,Rose,0
1468.45,Fell,Rose,0
1471.7,Fell,Fell,1
1467.05,Rose,Fell,0
1464.45,Rose,Fell,0
1458.4,Rose,Stayed,0
1458.4,Rose,Stayed,0
1458.4,Rose,Fell,0
1454.65,Rose,Fell,0
1454.35,Rose,Rose,1
1454.65,Rose,Rose,1
1460.15,Fell,Rose,0
1461.15,Fell,Stayed,0
1461.15,Fell,Stayed,0
1461.15,Fell,Rose,0
1477.3,Fell,Fell,1
1475.1,Fell,Rose,0
1475.95,Fell,Fell,1
1459.65,Rose,Rose,1
1461.7,Rose,Stayed,0
1461.7,Rose,Stayed,0
1461.7,Rose,Rose,1
1464.95,Fell,Rose,0
1466.8,Fell,Rose,0
1467.8,Fell,Fell,1
1466.6,Rose,Rose,1
1477.9,Fell,Stayed,0
1477.9,Fell,Stayed,0
1477.9,Fell,Fell,1
1475.8,Rose,Fell,0
1474.05,Rose,Rose,1
1476.7,Fell,Rose,0
1479.0,Fell,Rose,0
1482.1,Fell,Stayed,0
1482.1,Fell,Stayed,0
1482.1,Fell,Stayed,0
1482.1,Fell,Rose,0
1511.5,Fell,Stayed,0
1511.5,Fell,Stayed,0
1511.5,Fell,Rose,0
1514.75,Fell,Stayed,0
1514.75,Fell,Stayed,0
1514.75,Fell,Stayed,0
1514.75,Fell,Rose,0
1527.1,Fell,Stayed,0
1527.1,Fell,Rose,0
1548.75,Fell,Rose,0
1573.1,Fell,Stayed,0
1573.1,Fell,Stayed,0
1573.1,Fell,Fell,1
1567.85,Rose,Rose,1
1571.95,Fell,Fell,1
1550.75,Rose,Rose,1
1553.6,Rose,Fell,0
1549.9,Rose,Stayed,0
1549.9,Rose,Stayed,0
1549.9,Rose,Fell,0
1545.1,Rose,Rose,1
1549.0,Fell,Rose,0
1554.55,Fell,Rose,0
1557.6,Fell,Rose,0
1560.15,Fell,Stayed,0
1560.15,Fell,Stayed,0
1560.15,Fell,Fell,1
1551.3,Rose,Rose,1
1556.9,Fell,Rose,0
1562.9,Fell,Rose,0
1564.3,Fell,Rose,0
1580.1,Fell,Stayed,0
1580.1,Fell,Stayed,0
1580.1,Fell,Fell,1
1574.0,Rose,Fell,0
1573.45,Rose,Rose,1
1578.25,Fell,Rose,0
1584.2,Fell,Fell,1
1574.75,Rose,Stayed,0
1574.75,Rose,Stayed,0
1574.75,Rose,Fell,0
1558.35,Rose,Fell,0
1553.3,Rose,Rose,1
1563.3,Fell,Rose,0
1572.65,Fell,Rose,0
1573.2,Fell,Stayed,0
1573.2,Fell,Stayed,0
1573.2,Fell,Fell,1
1570.5,Rose,Fell,0
1563.7,Rose,Rose,1
1575.05,Fell,Rose,0
1581.4,Fell,Fell,1
1580.8,Fell,Stayed,0
1580.8,Fell,Stayed,0
1580.8,Fell,Rose,0
1589.85,Fell,Rose,0
1604.2,Fell,Rose,0
1619.0,Fell,Rose,0
1643.3,Fell,Rose,0
1671.65,Fell,Stayed,0
1671.65,Fell,Stayed,0
1671.65,Fell,Fell,1
1650.3,Rose,Fell,0
1634.9,Rose,Rose,1
1652.0,Fell,Fell,1
1609.85,Rose,Fell,0
1599.65,Rose,Stayed,0
1599.65,Rose,Stayed,0
1599.65,Rose,Rose,1
1615.5,Fell,Rose,0
1641.85,Fell,Rose,0
1659.6,Fell,Rose,0
1683.65,Fell,Stayed,0
1683.65,Fell,Stayed,0
1683.65,Fell,Fell,1
1672.5,Rose,Fell,0
1655.7,Rose,Fell,0
1653.75,Rose,Fell,0
1570.7,Rose,Fell,0
1562.8,Rose,Stayed,0
1562.8,Rose,Stayed,0
1562.8,Rose,Fell,0
1487.7,Rose,Rose,1
1536.2,Fell,Fell,1
1498.2,Rose,Fell,0
1474.25,Rose,Rose,1
1494.4,Fell,Stayed,0
1494.4,Fell,Stayed,0
1494.4,Rose,Rose,1
1525.4,Fell,Rose,0
1605.75,Fell,Fell,1
1605.45,Fell,Rose,0
1634.8,Fell,Fell,1
1617.3,Rose,Stayed,0
1617.3,Fell,Stayed,0
1617.3,Fell,Rose,0
1618.3,Fell,Fell,1
1608.95,Rose,Fell,0
1576.55,Rose,Rose,1
1616.8,Fell,Fell,1
1613.1,Fell,Stayed,0
1613.1,Fell,Stayed,0
1613.1,Fell,Rose,0
1648.3,Fell,Rose,0
1649.25,Fell,Fell,1
1647.8,Fell,Rose,0
1680.65,Fell,Stayed,0
1680.65,Fell,Stayed,0
1680.65,Fell,Stayed,0
1680.65,Fell,Stayed,0
1680.65,Fell,Rose,0
1741.9,Fell,Fell,1
1718.65,Rose,Rose,1
1729.5,Fell,Fell,1
1692.55,Rose,Stayed,0
1692.55,Rose,Stayed,0
1692.55,Rose,Fell,0
1686.2,Rose,Fell,0
1682.05,Rose,Rose,1
1710.55,Fell,Rose,0
1736.25,Fell,Fell,1
1715.9,Rose,Stayed,0
1715.9,Rose,Stayed,0
1715.9,Rose,Fell,0
1714.95,Rose,Fell,0
1691.55,Rose,Rose,1
1703.35,Fell,Fell,1
1702.75,Fell,Fell,1
1686.25,Rose,Stayed,0
1686.25,Rose,Stayed,0
1686.25,Rose,Rose,1
1709.1,Fell,Fell,1
1699.55,Rose,Fell,0
1691.5,Rose,Rose,1
1704.05,Fell,Stayed,0
1704.05,Fell,Stayed,0
1704.05,Fell,Stayed,0
1704.05,Fell,Fell,1
1702.75,Rose,Fell,0
1702.4,Rose,Rose,1
1708.4,Fell,Rose,0
1731.6,Fell,Rose,0
1735.35,Fell,Stayed,0
1735.35,Fell,Stayed,0
1735.35,Fell,Fell,1
1734.7,Fell,Rose,0
1737.95,Fell,Rose,0
1748.3,Fell,Fell,1
1724.9,Rose,Rose,1
1733.55,Fell,Stayed,0
1733.55,Fell,Stayed,0
1733.55,Fell,Stayed,0
1733.55,Rose,Fell,0
1720.25,Rose,Fell,0
1694.6,Rose,Rose,1
1717.35,Fell,Rose,0
1728.7,Fell,Stayed,0
1728.7,Fell,Stayed,0
1728.7,Fell,Rose,0
1730.6,Fell,Rose,0
1742.15,Fell,Fell,1
1705.35,Rose,Fell,0
1700.05,Rose,Fell,0
1683.45,Rose,Stayed,0
1683.45,Rose,Stayed,0
1683.45,Rose,Rose,1
1690.35,Fell,Rose,0
1713.5,Fell,Rose,0
1722.05,Fell,Rose,0
1738.25,Fell,Fell,1
1733.5,Fell,Stayed,0
1733.5,Fell,Stayed,0
1733.5,Fell,Fell,1
1710.45,Rose,Rose,1
1719.85,Rose,Rose,1
1724.35,Fell,Fell,1
1719.5,Rose,Rose,1
1734.75,Fell,Stayed,0
1734.75,Fell,Stayed,0
1734.75,Fell,Rose,0
1761.85,Fell,Rose,0
1768.9,Fell,Fell,1
1766.05,Fell,Fell,1
1756.55,Rose,Fell,0
1747.6,Rose,Stayed,0
1747.6,Rose,Stayed,0
1747.6,Rose,Rose,1
1771.6,Fell,Fell,1
1768.1,Fell,Rose,0
1771.05,Fell,Rose,0
1777.45,Fell,Fell,1
1772.9,Rose,Stayed,0
1772.9,Rose,Stayed,0
1772.9,Rose,Rose,1
1787.9,Fell,Rose,0
1789.55,Fell,Rose,0
1811.1,Fell,Rose,0
1812.1,Fell,Fell,1
1803.1,Rose,Stayed,0
1803.1,Rose,Stayed,0
1803.1,Rose,Rose,1
1807.5,Fell,Fell,1
1801.9,Rose,Rose,1
1804.6,Fell,Rose,0
1807.7,Fell,Fell,1
1807.35,Fell,Stayed,0
1807.35,Fell,Stayed,0
1807.35,Fell,Rose,0
1815.65,Fell,Rose,0
1842.55,Fell,Rose,0
1852.4,Fell,Rose,0
1878.3,Fell,Rose,0
1902.1,Fell,Stayed,0
1902.1,Fell,Stayed,0
1902.1,Fell,Rose,0
1936.65,Fell,Rose,0
1940.9,Fell,Rose,0
1950.9,Fell,Rose,0
1957.65,Fell,Rose,0
1964.9,Fell,Stayed,0
1964.9,Fell,Stayed,0
1964.9,Fell,Fell,1
1958.55,Rose,Rose,1
1977.9,Fell,Rose,0
2048.15,Fell,Rose,0
2067.15,Fell,Fell,1
2031.15,Rose,Stayed,0
2031.15,Rose,Stayed,0
2031.15,Rose,Rose,1
2044.5,Fell,Fell,1
1939.65,Rose,Fell,0
1931.9,Rose,Rose,1
1944.25,Rose,Rose,1
1944.75,Fell,Stayed,0
1944.75,Rose,Stayed,0
1944.75,Fell,Rose,0
1972.85,Fell,Rose,0
2008.75,Fell,Fell,1
1981.0,Rose,Fell,0
1927.15,Rose,Fell,0
1924.35,Rose,Stayed,0
1924.35,Rose,Stayed,0
1924.35,Rose,Rose,1
1943.95,Fell,Fell,1
1911.15,Rose,Rose,1
1932.95,Fell,Fell,1
1923.85,Rose,Rose,1
1957.35,Fell,Stayed,0
1957.35,Fell,Stayed,0
1957.35,Fell,Stayed,0
1957.35,Fell,Rose,0
1972.35,Fell,Fell,1
1947.05,Rose,Fell,0
1940.45,Rose,Fell,0
1926.3,Rose,Stayed,0
1926.3,Rose,Stayed,0
1926.3,Rose,Rose,1
1928.45,Fell,Fell,1
1910.95,Rose,Rose,1
1947.2,Fell,Rose,0
1966.25,Fell,Fell,1
1947.4,Rose,Stayed,0
1947.4,Rose,Stayed,0
1947.4,Rose,Rose,1
1958.7,Fell,Fell,1
1949.35,Rose,Rose,1
1961.8,Fell,Fell,1
1936.25,Rose,Rose,1
1950.85,Fell,Stayed,0
1950.85,Fell,Stayed,0
1950.85,Fell,Fell,1
1909.35,Rose,Fell,0
1906.0,Rose,Fell,0
1873.4,Rose,Fell,0
1861.75,Rose,Fell,0
1859.7,Rose,Stayed,0
1859.7,Rose,Stayed,0
1859.7,Rose,Rose,1
1864.3,Fell,Rose,0
1883.95,Fell,Rose,0
1886.9,Fell,Rose,0
1902.0,Fell,Rose,0
1903.05,Fell,Stayed,0
1903.05,Fell,Stayed,0
1903.05,Fell,Rose,0
1909.6,Fell,Rose,0
1913.4,Fell,Fell,1
1884.5,Rose,Rose,1
1887.45,Rose,Rose,1
1923.25,Fell,Stayed,0
1923.25,Fell,Stayed,0
1923.25,Fell,Rose,0
1925.5,Fell,Fell,1
1891.3,Rose,Rose,1
1910.05,Fell,Fell,1
1891.9,Rose,Rose,1
1905.05,Fell,Stayed,0
1905.05,Fell,Stayed,0
1905.05,Fell,Rose,0
1905.6,Fell,Fell,1
1898.4,Rose,Rose,1
1924.15,Fell,Fell,1
1900.95,Rose,Rose,1
1903.65,Rose,Stayed,0
1903.65,Rose,Stayed,0
1903.65,Rose,Fell,0
1898.45,Rose,Rose,1
1905.7,Fell,Fell,1
1869.95,Rose,Rose,1
1870.3,Rose,Rose,1
1881.85,Fell,Stayed,0
1881.85,Fell,Stayed,0
1881.85,Fell,Rose,0
1889.9,Fell,Rose,0
1908.3,Fell,Fell,1
1900.15,Fell,Rose,0
1938.45,Fell,Rose,0
1940.8,Fell,Stayed,0
1940.8,Fell,Stayed,0
1940.8,Fell,Fell,1
1867.3,Rose,Rose,1
1878.7,Rose,Fell,0
1860.95,Rose,Rose,1
1874.85,Fell,Rose,0
1890.9,Fell,Stayed,0
1890.9,Fell,Stayed,0
1890.9,Fell,Fell,1
1885.6,Rose,Rose,1
1889.05,Fell,Fell,1
1876.1,Rose,Fell,0
1857.35,Rose,Rose,1
1875.7,Fell,Stayed,0
1875.7,Fell,Stayed,0
1875.7,Fell,Fell,1
1840.2,Rose,Fell,0
1799.6,Rose,Rose,1
1810.2,Rose,Fell,0
1807.4,Rose,Fell,0
1779.3,Rose,Stayed,0
1779.3,Rose,Stayed,0
1779.3,Rose,Fell,0
1762.55,Rose,Rose,1
1810.75,Fell,Rose,0
1822.6,Fell,Rose,0
1832.35,Fell,Rose,0
1843.0,Fell,Stayed,0
1843.0,Fell,Stayed,0
1843.0,Fell,Rose,0
1859.95,Fell,Rose,0
1868.15,Fell,Fell,1
1841.75,Rose,Rose,1
1844.35,Rose,Fell,0
1842.0,Rose,Stayed,0
1842.0,Rose,Stayed,0
1842.0,Rose,Fell,0
1831.15,Rose,Rose,1
1850.65,Fell,Rose,0
1851.95,Fell,Rose,0
1890.75,Fell,Fell,1
1879.75,Fell,Stayed,0
1879.75,Fell,Stayed,0
1879.75,Fell,Rose,0
1880.0,Fell,Fell,1
1877.1,Rose,Fell,0
1875.0,Rose,Stayed,0
1875.0,Rose,Stayed,0
1875.0,Rose,Stayed,0
1875.0,Fell,Stayed,0
1875.0,Rose,Stayed,0
1875.0,Stayed,Fell,0
1874.3,Rose,Rose,1
1887.6,Fell,Stayed,0
1887.6,Fell,Stayed,0
1887.6,Fell,Stayed,0
1887.6,Fell,Stayed,0
1887.6,Fell,Rose,0
1943.2,Fell,Fell,1
1940.35,Fell,Fell,1
1931.95,Rose,Fell,0
1920.1,Rose,Fell,0
1862.9,Rose,Stayed,0
1862.9,Rose,Stayed,0
1862.9,Rose,Fell,0
1847.25,Rose,Fell,0
1841.25,Rose,Rose,1
1858.85,Fell,Fell,1
1841.75,Rose,Fell,0
1839.0,Rose,Stayed,0
1839.0,Rose,Stayed,0
1839.0,Rose,Fell,0
1833.05,Rose,Rose,1
1834.7,Rose,Rose,1
1856.6,Fell,Rose,0
1862.1,Fell,Fell,1
1852.7,Rose,Stayed,0
1852.7,Rose,Stayed,0
1852.7,Rose,Rose,1
1856.85,Fell,Fell,1
1856.6,Fell,Fell,1
1843.0,Rose,Rose,1
1853.7,Fell,Rose,0
1863.8,Fell,Stayed,0
1863.8,Fell,Stayed,0
1863.8,Fell,Fell,1
1862.95,Rose,Fell,0
1833.1,Rose,Rose,1
1835.45,Rose,Fell,0
1785.9,Rose,Rose,1
1802.95,Fell,Stayed,0
1802.95,Rose,Stayed,0
1802.95,Rose,Rose,1
1835.25,Fell,Rose,0
1839.6,Fell,Rose,0
1842.65,Fell,Fell,1
1840.1,Fell,Fell,1
1816.35,Rose,Stayed,0
1816.35,Rose,Stayed,0
1816.35,Rose,Rose,1
1817.3,Rose,Fell,0
1794.25,Rose,Fell,0
1780.7,Rose,Fell,0
1773.15,Rose,Rose,1
1786.2,Fell,Stayed,0
1786.2,Fell,Stayed,0
1786.2,Fell,Rose,0
1807.45,Fell,Fell,1
1799.65,Rose,Fell,0
1788.0,Rose,Fell,0
1779.65,Rose,Fell,0
1742.85,Rose,Stayed,0
1742.85,Rose,Stayed,0
1742.85,Rose,Fell,0
1734.15,Rose,Fell,0
1723.85,Rose,Fell,0
1711.4,Rose,Rose,1
1712.1,Rose,Fell,0
1696.25,Rose,Stayed,0
1696.25,Rose,Stayed,0
1696.25,Rose,Fell,0
1687.05,Rose,Rose,1
1716.9,Fell,Fell,1
1716.2,Fell,Rose,0
1724.25,Fell,Fell,1
1704.8,Rose,Stayed,0
1704.8,Rose,Stayed,0
1704.8,Rose,Rose,1
1723.65,Fell,Rose,0
1735.0,Fell,Fell,1
1729.65,Fell,Fell,1
1725.9,Rose,Rose,1
1735.2,Fell,Stayed,0
1735.2,Fell,Stayed,0
1735.2,Fell,Rose,0
1736.15,Fell,Fell,1
1726.2,Rose,Rose,1
1730.5,Fell,Rose,0
1737.3,Fell,Fell,1
1731.8,Rose,Stayed,0
1731.8,Rose,Stayed,0
1731.8,Rose,Fell,0
1705.95,Rose,Fell,0
1683.95,Rose,Rose,1
1691.05,Rose,Rose,1
1726.05,Fell,Stayed,0
1726.05,Fell,Stayed,0
1726.05,Fell,Stayed,0
1726.05,Fell,Stayed,0
1726.05,Fell,Rose,0
1744.65,Fell,Fell,1
1738.05,Fell,Rose,0
1755.5,Fell,Fell,1
1741.2,Rose,Stayed,0
1741.2,Rose,Stayed,0
1741.2,Rose,Fell,0
1732.85,Rose,Rose,1
1747.95,Fell,Fell,1
1735.55,Rose,Rose,1
1757.2,Fell,Rose,0
1774.45,Fell,Stayed,0
1774.45,Fell,Stayed,0
1774.45,Fell,Rose,0
1774.5,Fell,Rose,0
1777.85,Fell,Rose,0
1798.2,Fell,Fell,1
1787.75,Rose,Fell,0
1781.8,Rose,Stayed,0
1781.8,Rose,Stayed,0
1781.8,Rose,Fell,0
1773.35,Rose,Rose,1
1784.15,Fell,Fell,1
1772.2,Rose,Fell,0
1762.65,Rose,Rose,1
1767.65,Fell,Stayed,0
1767.65,Rose,Stayed,0
1767.65,Fell,Stayed,0
1767.65,Fell,Rose,0
1797.75,Fell,Fell,1
1782.25,Rose,Rose,1
1813.15,Fell,Rose,0
1836.55,Fell,Stayed,0
1836.55,Fell,Stayed,0
1836.55,Fell,Rose,0
1840.45,Fell,Fell,1
1829.1,Rose,Rose,1
1830.7,Rose,Fell,0
1821.8,Rose,Rose,1
1838.1,Fell,Stayed,0
1838.1,Fell,Stayed,0
1838.1,Fell,Rose,0
1853.7,Fell,Rose,0
1866.75,Fell,Rose,0
1888.45,Fell,Fell,1
1878.3,Rose,Fell,0
1875.9,Rose,Stayed,0
1875.9,Rose,Stayed,0
1875.9,Rose,Rose,1
1880.15,Fell,Rose,0
1887.0,Fell,Rose,0
1899.75,Fell,Fell,1
1891.45,Rose,Rose,1
1899.95,Fell,Stayed,0
1899.95,Fell,Stayed,0
1899.95,Fell,Stayed,0
1899.95,Fell,Fell,1
1899.35,Rose,Rose,1
1902.75,Fell,Fell,1
1866.55,Rose,Rose,1
1890.6,Fell,Stayed,0
1890.6,Fell,Stayed,0
1890.6,Fell,Fell,1
1888.4,Rose,Rose,1
1893.15,Fell,Rose,0
1894.6,Fell,Fell,1
1888.65,Rose,Fell,0
1881.05,Rose,Stayed,0
1881.05,Rose,Stayed,0
1881.05,Rose,Fell,0
1865.6,Rose,Fell,0
1865.1,Rose,Fell,0
1860.75,Rose,Fell,0
1778.7,Rose,Fell,0
1773.1,Rose,Stayed,0
1773.1,Rose,Stayed,0
1773.1,Rose,Rose,1
1775.05,Rose,Stayed,0
1775.05,Fell,Rose,0
1791.6,Fell,Fell,1
1784.85,Rose,Rose,1
1786.65,Fell,Stayed,0
1786.65,Fell,Stayed,0
1786.65,Fell,Fell,1
1780.3,Rose,Fell,0
1755.45,Rose,Rose,1
1763.15,Rose,Rose,1
1781.5,Fell,Rose,0
1786.15,Fell,Stayed,0
1786.15,Fell,Stayed,0
1786.15,Fell,Rose,0
1791.35,Fell,Rose,0
1809.85,Fell,Fell,1
1804.65,Fell,Rose,0
1807.7,Fell,Fell,1
1806.0,Rose,Stayed,0
1806.0,Rose,Stayed,0
1806.0,Fell,Fell,1
1792.4,Rose,Rose,1
1813.85,Fell,Rose,0
1823.2,Fell,Rose,0
1823.75,Fell,Rose,0
1824.3,Fell,Stayed,0
1824.3,Fell,Stayed,0
1824.3,Fell,Fell,1
1814.9,Rose,Rose,1
1823.05,Fell,Fell,1
1802.15,Rose,Fell,0
1799.45,Rose,Rose,1
1799.6,Rose,Stayed,0
1799.6,Rose,Stayed,0
1799.6,Rose,Rose,1
1800.2,Fell,Rose,0
1800.35,Fell,Fell,1
1796.6,Rose,Rose,1
1829.3,Fell,Fell,1
1825.75,Fell,Stayed,0
1825.75,Fell,Stayed,0
1825.75,Fell,Fell,1
1811.45,Rose,Rose,1
1812.65,Rose,Rose,1
1829.1,Fell,Fell,1
1800.75,Rose,Fell,0
1762.9,Rose,Stayed,0
1762.9,Rose,Stayed,0
1762.9,Rose,Fell,0
1738.85,Rose,Fell,0
1723.35,Rose,Rose,1
1743.6,Fell,Rose,0
1747.4,Fell,Rose,0
1773.85,Fell,Stayed,0
1773.85,Fell,Stayed,0
1773.85,Fell,Rose,0
1786.35,Fell,Rose,0
1789.45,Fell,Fell,1
1783.45,Rose,Fell,0
1782.05,Rose,Fell,0
1779.05,Rose,Stayed,0
1779.05,Rose,Stayed,0
1779.05,Rose,Rose,1
1802.0,Fell,Rose,0
1808.45,Fell,Fell,1
1788.7,Rose,Fell,0
1786.6,Rose,Rose,1
1798.5,Fell,Stayed,0
1798.5,Fell,Stayed,0
1798.5,Fell,Stayed,0
1798.5,Fell,Rose,0
1814.85,Fell,Fell,1
1811.8,Fell,Rose,0
1812.55,Fell,Rose,0
1823.7,Fell,Stayed,0
1823.7,Fell,Stayed,0
1823.7,Fell,Fell,1
1821.6,Rose,Fell,0
1802.15,Rose,Fell,0
1786.0,Rose,Rose,1
1788.25,Rose,Rose,1
32.98226164079823
